,Unnamed: 0,vendor,cost,distance,passengers
5372,372,1,16.5,4.6,1
5373,373,2,18.5,3.49,1
5374,374,2,12.0,2.21,1
5375,375,1,11.0,2.9,1
5376,376,2,25.0,6.82,1
5377,377,2,5.5,1.02,1
5378,378,2,7.0,0.67,3
5379,379,2,16.5,4.02,1
5380,380,2,5.5,1.08,1
5381,381,2,7.5,1.59,1
5382,382,2,3.5,0.43,1
5383,383,2,13.5,4.06,5
5384,384,2,9.0,1.7,2
5385,385,2,5.0,0.66,1
5386,386,2,7.5,1.52,1
5387,387,2,11.5,2.37,1
5388,388,1,34.0,0.0,2
5389,389,1,7.5,1.6,1
5390,390,2,5.0,0.74,2
5391,391,1,8.5,1.9,1
5392,392,2,16.0,3.87,1
5393,393,2,4.0,0.6,3
5394,394,2,12.0,3.23,2
5395,395,1,5.5,0.8,2
5396,396,2,9.0,1.72,2
5397,397,2,25.0,7.1,1
5398,398,2,5.5,0.0,6
5399,399,2,11.5,3.17,1
5400,400,2,5.0,0.69,1
5401,401,2,4.0,0.55,1
5402,402,2,11.5,2.57,1
5403,403,1,15.5,2.8,1
5404,404,2,8.0,1.43,1
5405,405,2,8.5,1.7,1
5406,406,1,6.0,1.0,1
5407,407,2,5.5,0.88,1
5408,408,2,6.0,1.16,1
5409,409,2,20.0,3.04,1
5410,410,2,11.5,2.61,1
5411,411,2,30.5,7.36,1
5412,412,2,10.0,1.98,1
5413,413,2,4.5,0.82,2
5414,414,2,6.0,1.07,2
5415,415,1,6.0,0.9,1
5416,416,2,4.5,0.65,1
5417,417,2,10.5,1.08,2
5418,418,2,8.5,2.3,3
5419,419,2,5.5,0.0,6
5420,420,2,6.0,1.14,3
5421,421,2,9.0,1.84,2
5422,422,2,9.5,2.78,1
5423,423,2,17.5,4.42,1
5424,424,2,11.0,2.09,1
5425,425,2,5.5,0.69,1
5426,426,2,6.0,1.13,1
5427,427,2,8.5,1.96,1
5428,428,2,6.0,1.17,1
5429,429,1,17.0,5.3,1
5430,430,2,3.0,0.22,1
5431,431,2,24.0,5.7,1
5432,432,2,21.0,6.83,2
5433,433,2,4.5,0.63,1
5434,434,2,7.5,1.15,1
5435,435,1,11.0,2.1,1
5436,436,2,6.5,1.35,1
5437,437,2,7.0,1.42,1
5438,438,2,14.5,4.08,1
5439,439,2,5.5,0.96,1
5440,440,2,16.0,4.16,1
5441,441,2,6.0,1.09,2
5442,442,2,19.5,4.21,1
5443,443,2,14.0,3.03,1
5444,444,2,3.5,0.58,1
5445,445,1,5.5,0.9,2
5446,446,2,13.5,3.31,3
5447,447,2,6.5,1.13,2
5448,448,2,11.0,2.67,1
5449,449,1,10.5,2.1,2
5450,450,2,16.0,3.72,1
5451,451,1,5.5,1.0,1
5452,452,1,8.5,2.3,1
5453,453,2,10.0,1.8,1
5454,454,2,7.5,1.42,1
5455,455,2,11.0,2.58,1
5456,456,2,5.5,0.69,6
5457,457,2,11.0,2.44,1
5458,458,2,11.0,2.39,1
5459,459,1,9.0,1.8,1
5460,460,2,4.5,0.69,1
5461,461,2,10.0,0.0,2
5462,462,2,4.0,0.54,1
5463,463,2,13.0,2.48,1
5464,464,2,9.0,2.19,1
5465,465,2,10.0,2.86,1
5466,466,2,12.0,3.52,1
5467,467,2,5.0,0.7,1
5468,468,2,4.0,0.54,1
5469,469,1,8.0,1.0,1
5470,470,1,5.5,0.7,1
5471,471,2,7.5,0.79,1
5472,472,1,15.0,3.7,1
5473,473,2,16.0,4.01,1
5474,474,1,14.0,3.4,1
5475,475,2,3.0,0.25,1
5476,476,2,6.0,0.87,1
5477,477,2,10.5,1.99,1
5478,478,2,8.5,2.25,1
5479,479,2,11.0,2.37,1
5480,480,2,27.0,9.15,2
5481,481,2,31.0,8.09,1
5482,482,2,15.0,4.03,1
5483,483,2,25.5,7.75,1
5484,484,2,8.5,1.27,1
5485,485,2,8.0,2.04,1
5486,486,2,7.0,1.19,1
5487,487,2,10.5,2.83,3
5488,488,1,12.0,3.3,1
5489,489,2,5.5,1.18,1
5490,490,1,7.0,1.3,1
5491,491,1,13.0,2.1,1
5492,492,2,4.5,0.61,1
5493,493,2,3.5,0.39,1
5494,494,2,9.5,2.41,1
5495,495,1,6.5,1.0,1
5496,496,2,7.0,1.24,1
5497,497,2,10.0,2.28,1
5498,498,2,52.0,0.01,1
5499,499,2,4.5,0.6,1
5500,500,2,8.0,1.74,2
5501,501,1,20.0,6.0,1
5502,502,2,14.0,4.0,1
5503,503,1,10.5,1.8,1
5504,504,2,8.5,2.19,1
5505,505,1,4.5,0.4,1
5506,506,2,5.5,0.73,1
5507,507,2,16.0,3.99,1
5508,508,2,11.0,2.53,1
5509,509,2,15.0,4.79,1
5510,510,1,6.5,1.1,1
5511,511,1,8.0,1.5,1
5512,512,2,5.0,0.87,1
5513,513,2,2.5,0.04,1
5514,514,2,18.0,5.59,1
5515,515,2,20.0,4.59,4
5516,516,2,9.0,2.0,5
5517,517,1,6.5,1.2,1
5518,518,2,4.0,0.63,1
5519,519,2,31.8,0.0,1
5520,520,2,26.0,7.66,1
5521,521,2,6.5,1.17,1
5522,522,2,11.5,2.3,1
5523,523,1,8.5,2.0,1
5524,524,2,10.5,2.34,1
5525,525,2,9.5,1.64,1
5526,526,2,4.0,0.33,1
5527,527,2,8.0,1.4,1
5528,528,2,4.5,0.71,1
5529,529,2,27.0,9.02,2
5530,530,2,11.0,2.26,1
5531,531,1,27.5,7.1,1
5532,532,2,13.5,2.36,1
5533,533,2,10.0,2.4,5
5534,534,2,8.5,1.48,1
5535,535,1,7.0,1.2,1
5536,536,2,60.0,18.31,2
5537,537,1,8.0,1.4,1
5538,538,2,5.5,1.21,1
5539,539,2,10.0,1.8,1
5540,540,1,15.0,4.0,1
5541,541,1,14.5,4.0,1
5542,542,1,9.0,1.7,1
5543,543,2,14.5,4.7,1
5544,544,2,15.0,4.23,1
5545,545,2,8.0,0.57,1
5546,546,2,15.0,3.16,1
5547,547,2,15.0,3.93,3
5548,548,2,25.0,8.77,1
5549,549,1,29.0,9.6,3
5550,550,2,25.5,6.43,1
5551,551,2,11.0,3.19,1
5552,552,2,7.0,1.36,1
5553,553,2,24.0,7.19,1
5554,554,2,5.0,0.72,1
5555,555,1,9.0,1.6,1
5556,556,2,8.5,1.56,1
5557,557,2,5.5,0.85,1
5558,558,1,4.5,0.6,1
5559,559,2,8.5,1.63,1
5560,560,2,5.0,0.77,1
5561,561,2,12.0,3.17,1
5562,562,1,8.0,1.4,1
5563,563,2,39.5,11.51,1
5564,564,2,11.0,2.7,1
5565,565,2,4.5,0.66,1
5566,566,1,10.0,2.5,1
5567,567,2,8.0,1.5,5
5568,568,2,9.0,1.81,1
5569,569,2,5.5,0.85,1
5570,570,2,17.0,5.28,1
5571,571,2,10.5,2.94,2
5572,572,1,5.0,0.7,5
5573,573,2,10.5,1.88,1
5574,574,1,12.0,1.9,1
5575,575,2,22.5,4.4,1
5576,576,1,6.0,1.1,1
5577,577,2,13.5,3.79,1
5578,578,2,10.5,1.84,1
5579,579,2,10.5,1.82,1
5580,580,1,12.5,2.4,1
5581,581,2,10.5,2.79,1
5582,582,1,33.0,11.4,1
5583,583,2,10.5,2.92,1
5584,584,2,12.0,3.08,1
5585,585,1,21.0,4.7,1
5586,586,2,5.0,0.62,1
5587,587,2,17.5,4.41,1
5588,588,1,16.5,3.6,1
5589,589,1,16.0,4.3,1
5590,590,2,10.0,2.79,1
5591,591,1,7.0,1.5,1
5592,592,2,7.0,1.43,1
5593,593,2,14.5,4.56,1
5594,594,1,2.5,0.1,1
5595,595,2,7.0,1.36,1
5596,596,2,13.0,3.03,1
5597,597,1,30.0,8.7,1
5598,598,2,16.5,3.67,1
5599,599,1,21.0,6.1,1
5600,600,2,5.0,1.09,1
5601,601,1,19.0,0.0,1
5602,602,1,8.5,1.4,1
5603,603,2,6.5,0.89,5
5604,604,2,5.5,0.96,5
5605,605,2,8.0,1.43,1
5606,606,2,6.0,1.36,1
5607,607,2,5.5,0.76,1
5608,608,2,5.0,0.78,1
5609,609,2,4.5,0.56,1
5610,610,2,6.5,1.08,1
5611,611,2,12.0,2.84,1
5612,612,2,6.5,1.06,1
5613,613,2,7.0,1.08,1
5614,614,2,6.0,0.94,1
5615,615,2,4.5,0.63,1
5616,616,2,7.5,1.35,2
5617,617,2,7.5,1.69,1
5618,618,2,24.0,7.96,1
5619,619,1,5.5,0.9,1
5620,620,2,8.5,1.6,1
5621,621,2,14.0,3.5,2
5622,622,2,14.0,2.38,3
5623,623,1,58.5,0.0,1
5624,624,2,14.5,4.35,1
5625,625,2,12.5,3.4,5
5626,626,2,11.0,2.45,1
5627,627,1,8.5,2.1,1
5628,628,2,30.0,8.86,1
5629,629,1,8.0,1.6,1
5630,630,2,7.0,1.64,1
5631,631,1,51.0,15.1,1
5632,632,1,6.0,1.1,1
5633,633,2,7.0,1.15,1
5634,634,2,8.0,1.55,1
5635,635,2,7.0,1.47,1
5636,636,1,10.0,2.1,1
5637,637,1,23.5,6.6,1
5638,638,2,17.0,5.47,1
5639,639,2,7.0,1.54,1
5640,640,2,6.5,1.17,1
5641,641,1,7.0,1.4,1
5642,642,2,3.5,0.31,1
5643,643,2,7.0,1.47,1
5644,644,1,6.5,1.3,1
5645,645,2,7.0,1.47,1
5646,646,2,15.5,4.56,1
5647,647,1,7.0,1.4,1
5648,648,2,9.0,2.16,1
5649,649,2,8.5,1.6,1
5650,650,2,8.0,2.02,1
5651,651,2,25.5,4.57,1
5652,652,2,30.0,10.01,1
5653,653,2,5.5,0.82,1
5654,654,1,4.5,0.6,1
5655,655,2,10.0,2.09,1
5656,656,2,3.0,0.26,5
5657,657,2,13.5,3.8,1
5658,658,2,35.0,8.54,1
5659,659,2,6.0,1.05,5
5660,660,1,22.0,6.2,1
5661,661,1,26.0,7.4,1
5662,662,2,18.0,4.28,1
5663,663,2,19.0,6.08,1
5664,664,2,22.0,6.22,1
5665,665,2,5.5,0.85,1
5666,666,2,10.5,2.39,1
5667,667,2,3.5,0.37,2
5668,668,1,6.0,1.1,1
5669,669,2,6.5,1.52,1
5670,670,2,7.5,1.71,2
5671,671,2,5.5,0.95,1
5672,672,2,5.5,0.8,6
5673,673,1,18.5,4.4,1
5674,674,1,25.0,8.7,1
5675,675,1,6.0,0.8,1
5676,676,2,6.5,0.99,3
5677,677,2,6.0,0.95,5
5678,678,1,22.5,6.8,1
5679,679,2,14.0,3.08,1
5680,680,2,8.5,1.06,1
5681,681,2,5.5,0.86,1
5682,682,2,16.5,2.93,1
5683,683,2,6.5,1.8,1
5684,684,2,34.5,12.31,2
5685,685,2,16.5,5.25,1
5686,686,2,7.5,1.35,3
5687,687,2,6.0,1.12,1
5688,688,1,14.5,4.0,1
5689,689,2,15.5,3.32,1
5690,690,1,4.5,0.6,1
5691,691,2,18.0,5.94,1
5692,692,2,14.5,4.0,1
5693,693,2,16.0,3.88,1
5694,694,2,9.5,1.73,1
5695,695,2,8.5,1.77,1
5696,696,1,10.0,2.0,2
5697,697,2,3.5,0.37,2
5698,698,2,38.0,7.59,1
5699,699,1,7.0,1.4,1
5700,700,2,5.0,0.78,1
5701,701,1,15.0,3.4,1
5702,702,2,10.5,2.76,1
5703,703,2,21.0,4.16,1
5704,704,2,14.5,3.68,1
5705,705,1,11.0,1.8,1
5706,706,2,29.0,10.14,1
5707,707,2,6.0,1.1,5
5708,708,1,8.5,2.1,1
5709,709,2,8.5,1.52,1
5710,710,1,13.0,1.6,1
5711,711,2,17.0,4.22,1
5712,712,2,23.0,5.03,3
5713,713,1,23.0,6.9,1
5714,714,2,5.0,0.69,2
5715,715,2,8.5,1.39,1
5716,716,2,4.5,0.82,1
5717,717,2,14.5,3.93,1
5718,718,2,9.5,2.01,1
5719,719,1,8.5,1.7,2
5720,720,2,9.0,1.81,2
5721,721,2,11.5,2.54,1
5722,722,2,6.5,1.22,1
5723,723,2,20.5,6.9,5
5724,724,2,5.0,0.7,1
5725,725,2,20.5,7.0,1
5726,726,2,11.5,2.39,1
5727,727,2,5.0,1.01,1
5728,728,2,29.5,10.63,1
5729,729,2,12.5,2.47,1
5730,730,2,8.0,1.11,1
5731,731,2,6.5,1.13,1
5732,732,2,10.5,2.43,1
5733,733,1,5.0,0.8,1
5734,734,2,11.5,2.65,1
5735,735,2,14.0,4.17,4
5736,736,2,17.5,4.34,5
5737,737,2,10.5,2.94,5
5738,738,1,3.5,0.3,1
5739,739,2,20.0,5.83,1
5740,740,2,5.5,1.05,1
5741,741,2,8.5,1.21,1
5742,742,1,7.5,1.4,1
5743,743,1,17.5,4.0,1
5744,744,2,10.0,2.04,1
5745,745,2,22.5,4.74,1
5746,746,2,16.0,0.14,1
5747,747,2,14.5,2.5,1
5748,748,2,6.0,1.0,1
5749,749,1,11.5,2.7,1
5750,750,1,8.0,1.5,1
5751,751,2,11.0,1.99,1
5752,752,1,10.5,2.3,1
5753,753,1,5.0,0.7,1
5754,754,2,6.5,1.58,6
5755,755,2,10.0,1.66,1
5756,756,2,12.5,3.93,1
5757,757,1,25.5,6.7,3
5758,758,2,6.0,1.24,2
5759,759,2,9.0,1.65,1
5760,760,2,5.0,0.93,2
5761,761,2,3.5,0.24,3
5762,762,2,8.0,1.65,1
5763,763,2,11.0,1.87,1
5764,764,2,8.0,1.98,1
5765,765,2,10.0,2.4,1
5766,766,2,10.5,2.11,1
5767,767,1,6.0,1.1,1
5768,768,2,14.5,3.25,1
5769,769,2,4.5,0.67,1
5770,770,1,8.0,1.1,2
5771,771,2,13.0,5.54,3
5772,772,2,9.5,1.69,1
5773,773,1,10.5,2.4,1
5774,774,1,43.5,14.1,1
5775,775,2,12.0,0.0,1
5776,776,2,8.0,1.78,1
5777,777,2,6.0,1.08,1
5778,778,1,8.5,1.7,1
5779,779,2,5.5,0.97,1
5780,780,2,15.5,3.5,1
5781,781,2,6.0,1.05,2
5782,782,2,8.0,1.52,1
5783,783,2,9.0,1.26,1
5784,784,2,7.0,1.37,1
5785,785,2,15.0,3.64,1
5786,786,1,8.0,1.3,4
5787,787,1,19.5,5.4,1
5788,788,2,12.0,1.81,1
5789,789,2,6.5,1.11,1
5790,790,2,8.0,1.55,1
5791,791,2,14.5,4.08,1
5792,792,2,8.0,1.82,1
5793,793,2,8.5,1.45,1
5794,794,2,6.0,0.88,1
5795,795,2,13.5,3.16,1
5796,796,2,15.0,3.47,3
5797,797,1,14.0,2.9,1
5798,798,1,18.0,4.2,1
5799,799,2,10.0,2.17,1
5800,800,2,4.5,0.5,1
5801,801,2,10.5,2.17,1
5802,802,1,11.5,2.5,1
5803,803,2,6.0,0.79,1
5804,804,2,24.5,6.77,1
5805,805,2,11.5,2.2,1
5806,806,2,6.0,0.99,1
5807,807,2,47.0,14.34,1
5808,808,2,12.5,1.9,2
5809,809,2,8.0,1.51,1
5810,810,2,5.5,0.99,2
5811,811,2,5.5,0.86,1
5812,812,2,4.5,0.4,1
5813,813,2,4.0,0.74,1
5814,814,1,4.0,0.4,2
5815,815,1,6.0,1.2,1
5816,816,1,11.5,2.1,1
5817,817,2,6.0,1.18,1
5818,818,2,7.5,1.49,1
5819,819,2,7.5,1.36,1
5820,820,2,12.5,2.03,1
5821,821,2,5.5,1.03,1
5822,822,2,11.0,2.87,1
5823,823,2,4.5,0.43,1
5824,824,2,6.0,1.01,1
5825,825,2,20.5,6.23,1
5826,826,2,12.5,2.68,1
5827,827,2,6.5,0.78,1
5828,828,2,10.5,2.04,1
5829,829,2,17.5,5.37,1
5830,830,2,7.0,1.28,1
5831,831,2,5.0,0.83,1
5832,832,2,6.0,1.14,1
5833,833,1,29.0,8.2,1
5834,834,1,0.0,4.1,1
5835,835,1,16.5,4.0,1
5836,836,2,13.0,3.98,1
5837,837,2,12.0,2.6,2
5838,838,2,8.5,1.83,1
5839,839,2,34.5,11.21,1
5840,840,1,6.5,1.4,1
5841,841,2,16.0,2.26,1
5842,842,2,4.5,0.8,1
5843,843,1,21.5,6.0,1
5844,844,1,9.5,1.8,4
5845,845,2,23.5,7.66,1
5846,846,2,7.5,1.65,1
5847,847,2,22.0,7.68,1
5848,848,2,8.5,1.68,1
5849,849,2,10.5,1.91,1
5850,850,2,18.5,3.6,1
5851,851,1,22.5,7.1,1
5852,852,2,9.5,2.37,1
5853,853,2,5.5,0.66,1
5854,854,2,35.5,10.27,1
5855,855,2,2.5,0.0,1
5856,856,2,17.5,4.98,1
5857,857,1,19.5,5.4,1
5858,858,2,13.0,3.09,1
5859,859,2,12.5,3.07,1
5860,860,2,5.0,0.82,1
5861,861,2,-5.0,0.66,5
5862,862,1,8.5,1.1,1
5863,863,1,6.5,0.6,1
5864,864,2,6.0,1.02,1
5865,865,2,19.0,4.24,1
5866,866,2,10.0,2.54,1
5867,867,1,23.0,6.2,2
5868,868,2,5.0,0.69,1
5869,869,2,6.5,1.24,1
5870,870,1,13.0,2.7,1
5871,871,1,14.5,3.9,1
5872,872,1,12.5,3.6,3
5873,873,1,6.0,1.0,1
5874,874,2,7.0,1.08,1
5875,875,2,10.5,2.83,1
5876,876,2,6.0,0.98,1
5877,877,1,36.5,9.7,1
5878,878,2,12.0,3.33,1
5879,879,1,8.0,1.6,1
5880,880,2,12.5,2.53,1
5881,881,2,5.5,0.99,1
5882,882,2,32.5,9.4,1
5883,883,2,7.0,1.3,1
5884,884,2,6.0,1.06,1
5885,885,2,14.0,2.63,1
5886,886,2,13.5,4.15,1
5887,887,2,11.0,2.66,1
5888,888,1,11.0,2.5,2
5889,889,2,9.0,2.08,1
5890,890,2,6.0,1.13,1
5891,891,2,11.5,3.06,1
5892,892,2,4.0,0.03,1
5893,893,2,11.0,2.69,1
5894,894,2,4.0,0.51,1
5895,895,1,7.5,1.7,1
5896,896,2,8.0,1.35,1
5897,897,2,13.5,2.41,1
5898,898,1,5.0,0.7,1
5899,899,2,6.0,1.04,1
5900,900,2,9.5,1.92,2
5901,901,2,8.5,1.6,1
5902,902,2,8.0,1.14,5
5903,903,2,16.0,2.95,1
5904,904,1,29.0,9.0,1
5905,905,2,6.0,0.74,1
5906,906,2,7.5,1.12,1
5907,907,2,6.0,1.04,1
5908,908,1,17.0,4.8,3
5909,909,1,7.5,1.1,1
5910,910,2,28.0,8.83,1
5911,911,2,5.5,1.07,1
5912,912,2,18.5,5.57,1
5913,913,2,5.0,0.6,1
5914,914,2,21.5,7.12,1
5915,915,2,5.5,0.84,6
5916,916,2,5.5,0.87,1
5917,917,2,15.5,3.67,1
5918,918,2,10.5,2.0,5
5919,919,2,6.5,1.04,1
5920,920,2,11.0,2.43,1
5921,921,1,11.5,2.7,1
5922,922,1,24.0,7.2,2
5923,923,2,14.5,3.49,1
5924,924,1,7.5,1.5,1
5925,925,2,9.0,2.0,1
5926,926,2,5.0,0.62,1
5927,927,1,14.5,2.7,1
5928,928,2,6.5,1.0,1
5929,929,1,10.0,2.3,1
5930,930,2,20.0,6.66,1
5931,931,2,11.0,2.47,1
5932,932,1,24.0,4.7,1
5933,933,2,11.0,2.17,2
5934,934,1,6.5,1.3,2
5935,935,1,4.0,0.6,1
5936,936,2,8.5,1.98,1
5937,937,2,14.0,3.61,5
5938,938,2,35.0,10.35,1
5939,939,2,16.0,2.94,1
5940,940,2,4.0,0.43,3
5941,941,2,9.0,1.54,1
5942,942,2,13.0,2.35,1
5943,943,1,6.0,1.0,1
5944,944,2,4.0,0.62,1
5945,945,2,5.5,1.21,5
5946,946,2,16.5,3.72,2
5947,947,2,16.0,3.96,2
5948,948,2,6.5,1.58,1
5949,949,2,16.0,3.43,2
5950,950,2,9.0,1.83,1
5951,951,1,11.5,2.4,2
5952,952,2,18.0,2.42,1
5953,953,1,4.5,0.5,1
5954,954,1,6.5,1.3,1
5955,955,2,11.0,3.08,1
5956,956,1,5.0,0.7,2
5957,957,1,4.5,1.0,1
5958,958,1,9.5,2.4,1
5959,959,2,45.0,14.9,2
5960,960,1,7.0,1.2,1
5961,961,1,8.5,1.9,1
5962,962,1,7.5,1.4,3
5963,963,2,5.5,1.15,5
5964,964,2,5.5,0.99,5
5965,965,2,24.5,8.26,2
5966,966,1,9.0,1.8,1
5967,967,2,13.0,3.64,1
5968,968,2,7.0,1.22,1
5969,969,2,14.5,4.38,1
5970,970,2,21.0,6.23,2
5971,971,1,8.5,2.0,1
5972,972,2,28.0,8.16,1
5973,973,2,4.0,0.5,1
5974,974,2,5.0,0.47,1
5975,975,1,10.0,1.9,3
5976,976,2,11.5,2.8,1
5977,977,2,8.0,1.48,1
5978,978,2,8.0,1.63,1
5979,979,2,8.5,1.35,1
5980,980,2,6.0,0.93,1
5981,981,2,8.0,1.39,2
5982,982,1,5.0,0.7,1
5983,983,2,12.0,3.01,1
5984,984,2,19.5,3.91,1
5985,985,1,6.0,0.9,1
5986,986,2,4.5,0.77,1
5987,987,2,26.0,6.74,1
5988,988,2,7.5,1.13,1
5989,989,1,9.0,2.2,1
5990,990,2,2.5,0.0,1
5991,991,2,4.0,0.3,1
5992,992,2,20.0,6.35,1
5993,993,2,18.0,4.85,1
5994,994,2,21.0,6.52,1
5995,995,1,6.0,1.0,1
5996,996,1,15.5,4.4,1
5997,997,2,5.5,0.98,1
5998,998,2,5.0,0.88,1
5999,999,2,4.0,0.61,1
6000,1000,1,47.0,14.0,1
6001,1001,2,6.5,1.17,1
6002,1002,2,13.5,3.82,1
6003,1003,1,23.5,7.0,2
6004,1004,1,9.0,2.1,2
6005,1005,1,20.5,6.6,1
6006,1006,1,4.0,0.4,1
6007,1007,2,3.5,0.51,1
6008,1008,2,14.0,2.29,1
6009,1009,2,4.5,0.55,1
6010,1010,2,13.5,2.76,1
6011,1011,2,7.5,0.27,1
6012,1012,2,5.0,0.74,1
6013,1013,1,10.0,2.3,1
6014,1014,2,7.0,1.45,1
6015,1015,1,13.0,3.0,1
6016,1016,2,7.0,1.4,1
6017,1017,2,9.0,1.22,1
6018,1018,2,12.0,2.7,1
6019,1019,2,5.5,1.01,1
6020,1020,1,6.5,1.2,1
6021,1021,2,8.0,1.72,1
6022,1022,2,14.0,3.29,1
6023,1023,2,8.0,1.18,1
6024,1024,2,7.0,1.32,1
6025,1025,2,17.5,5.38,1
6026,1026,2,8.5,1.61,1
6027,1027,2,11.5,1.46,1
6028,1028,2,12.0,2.63,1
6029,1029,2,11.5,2.48,5
6030,1030,2,14.5,2.45,1
6031,1031,2,5.5,0.88,5
6032,1032,2,12.5,1.75,1
6033,1033,2,10.0,2.24,1
6034,1034,2,6.5,0.65,1
6035,1035,2,16.0,3.5,1
6036,1036,2,9.0,2.05,1
6037,1037,1,20.0,5.8,1
6038,1038,2,6.0,0.85,2
6039,1039,2,7.5,1.35,1
6040,1040,1,15.0,3.1,2
6041,1041,1,8.5,1.2,1
6042,1042,2,15.5,4.62,1
6043,1043,2,18.0,4.49,1
6044,1044,1,9.5,0.0,1
6045,1045,2,9.5,2.39,1
6046,1046,2,3.0,0.17,1
6047,1047,1,6.0,1.0,1
6048,1048,2,35.0,12.75,1
6049,1049,2,12.5,3.04,2
6050,1050,2,10.0,2.34,1
6051,1051,2,11.0,2.45,1
6052,1052,2,9.5,1.29,1
6053,1053,2,13.0,2.73,1
6054,1054,2,13.0,3.14,1
6055,1055,2,5.5,0.93,1
6056,1056,2,5.5,0.99,1
6057,1057,1,17.5,4.9,4
6058,1058,2,8.0,1.07,1
6059,1059,2,11.5,1.51,1
6060,1060,1,7.5,1.3,2
6061,1061,1,4.5,0.7,3
6062,1062,2,5.0,0.55,1
6063,1063,2,7.5,1.41,1
6064,1064,2,7.0,1.43,1
6065,1065,2,31.5,10.09,1
6066,1066,2,12.0,1.91,6
6067,1067,2,6.0,0.98,4
6068,1068,2,25.0,5.43,6
6069,1069,1,17.5,2.6,1
6070,1070,2,7.5,1.04,1
6071,1071,1,6.0,0.9,1
6072,1072,2,6.0,1.3,2
6073,1073,2,20.0,5.21,1
6074,1074,1,12.0,2.8,2
6075,1075,2,8.0,1.81,5
6076,1076,1,3.5,0.2,1
6077,1077,2,6.5,1.21,2
6078,1078,2,38.5,8.12,1
6079,1079,1,11.0,1.8,1
6080,1080,2,3.5,0.52,1
6081,1081,2,11.5,1.77,1
6082,1082,2,11.0,2.84,1
6083,1083,2,14.5,2.99,1
6084,1084,2,9.0,1.81,1
6085,1085,1,5.5,0.7,1
6086,1086,2,9.5,1.88,1
6087,1087,2,8.5,1.95,1
6088,1088,2,26.0,8.64,1
6089,1089,2,16.5,4.61,1
6090,1090,2,14.0,4.21,1
6091,1091,2,6.0,1.13,1
6092,1092,2,7.0,0.84,1
6093,1093,2,7.5,1.32,2
6094,1094,1,60.0,16.7,1
6095,1095,2,13.5,2.89,1
6096,1096,1,12.0,3.0,1
6097,1097,2,5.5,0.83,1
6098,1098,2,-4.5,0.78,3
6099,1099,2,6.0,0.98,1
6100,1100,2,11.5,3.31,1
6101,1101,1,6.5,1.3,2
6102,1102,2,15.0,3.82,1
6103,1103,1,4.0,0.6,1
6104,1104,2,22.0,0.0,1
6105,1105,1,6.0,0.6,1
6106,1106,2,55.0,20.02,3
6107,1107,2,12.5,3.71,1
6108,1108,2,35.0,11.68,1
6109,1109,2,11.0,2.33,1
6110,1110,2,16.0,4.83,1
6111,1111,2,11.0,2.84,1
6112,1112,2,7.0,1.3,1
6113,1113,2,5.5,0.9,1
6114,1114,2,18.0,5.09,1
6115,1115,1,6.5,0.8,2
6116,1116,2,5.0,0.6,1
6117,1117,1,4.0,0.5,1
6118,1118,2,10.0,1.9,1
6119,1119,2,4.0,0.43,1
6120,1120,2,8.5,1.79,1
6121,1121,2,5.0,0.93,1
6122,1122,2,21.0,5.77,1
6123,1123,2,5.0,0.99,1
6124,1124,2,8.0,0.28,1
6125,1125,1,18.0,2.7,1
6126,1126,2,10.0,1.81,1
6127,1127,2,6.5,0.98,1
6128,1128,2,13.0,3.15,1
6129,1129,2,15.0,4.0,5
6130,1130,2,30.5,8.84,1
6131,1131,1,5.5,0.7,1
6132,1132,1,4.0,0.5,1
6133,1133,2,8.0,1.47,1
6134,1134,2,3.0,0.25,1
6135,1135,2,12.0,2.2,1
6136,1136,2,9.0,1.66,2
6137,1137,2,5.0,0.85,1
6138,1138,2,21.0,6.56,1
6139,1139,2,5.5,0.92,1
6140,1140,1,11.0,1.9,2
6141,1141,2,16.5,4.28,1
6142,1142,2,9.0,2.0,1
6143,1143,2,20.5,7.13,2
6144,1144,1,15.0,4.6,1
6145,1145,2,5.0,0.7,1
6146,1146,2,1.0,0.0,1
6147,1147,1,0.0,1.9,1
6148,1148,2,12.0,2.64,1
6149,1149,2,23.5,7.0,1
6150,1150,1,4.5,0.7,1
6151,1151,2,7.0,1.05,1
6152,1152,2,35.0,0.01,1
6153,1153,2,8.0,1.02,1
6154,1154,1,7.5,1.2,1
6155,1155,2,5.0,0.62,1
6156,1156,2,39.0,7.82,5
6157,1157,1,15.5,2.3,4
6158,1158,2,12.0,2.55,1
6159,1159,2,7.5,1.62,1
6160,1160,1,5.5,1.0,1
6161,1161,1,29.5,6.8,2
6162,1162,2,17.0,3.79,1
6163,1163,1,12.0,2.6,1
6164,1164,2,14.0,3.78,1
6165,1165,2,13.0,3.0,1
6166,1166,1,9.5,2.1,1
6167,1167,1,21.0,6.1,1
6168,1168,2,71.0,0.0,1
6169,1169,2,14.0,3.43,2
6170,1170,2,8.5,1.87,1
6171,1171,2,10.0,2.54,1
6172,1172,2,5.5,1.09,5
6173,1173,2,5.5,0.81,1
6174,1174,1,34.0,10.3,1
6175,1175,2,11.0,2.94,1
6176,1176,1,8.0,1.7,1
6177,1177,2,16.0,3.3,1
6178,1178,2,3.0,0.17,1
6179,1179,2,8.5,2.24,1
6180,1180,2,10.5,2.11,1
6181,1181,1,8.0,1.7,1
6182,1182,2,6.0,0.75,1
